X,Y
13.51,471.99
23.28,444.13
23.06,447.36
14.65,467.18
21.49,438
24.6,439.46
14.12,468.45
23.47,442.13
26.09,432.52
6.79,487.3
12.71,475.13
13.67,467.87
22.63,457.88
31.16,433.24
16.59,455.42
27.08,441.16
11.24,469.3
17.33,460.46
20.73,445.91
12.24,464.25
29.89,435.39
16.97,463.62
18.6,453.94
8.02,484.22
19.39,464.55
14.69,434.12
18.4,458.36
15.63,466.69
14.58,460.66
27.21,442.37
22.78,452.03
10.35,477.76
18.7,458.73
23.38,440.28
29.52,433.39
33.94,427.98
16.2,467.89
24.54,437.38
29.09,433.29
14.79,469.23
8.07,474.09
21.38,448.5
28.5,433.24
24.62,436.89
6.9,486.3
15.34,457.1
18,455.69
24.98,441.33
24.43,437.26
14.13,464.17
21.23,443.87
34.6,427.65
7.29,478.19
29.93,430.75
30.95,431.77
22.8,437.98
32.34,433.07
20.28,454.36
19.6,449.23
17.83,456.56
26.88,446.77
10.22,478.45
25.96,443.44
13.78,463.71
23.67,441.73
5.53,484.64
12.26,471.13
23.96,446.4
28.17,439.94
18.85,462.4
18.42,450.55
24.34,440.67
26.98,442.28
28.62,432.11
9.53,469.9
15.02,456.04
34.35,437.65
9.27,481.23
22.96,434.47
13.5,469.08
34.15,430.19
8.64,484.45
23.2,444.69
31.4,425.91
17.89,463.99
10.72,479.21
8.52,482.96
8.99,476.09
26.43,431.79
12.06,465.63
12.21,464.03
25.38,444.83
30.19,431.25
24,443.78
7.95,479.78
23.68,440.44
14,463.99
11.18,468.75
18.19,449.22
32.2,437.35
24.04,439.39
30.74,434.89
24.48,435.74
30.66,435.66
10.29,480.62
6.92,486.36
29.86,439.44
13.83,465.5
22.04,446.34
29.53,432.89
23.66,443.43
10.62,478.37
16.97,460.21
13.88,464.14
30.31,436.23
22.75,440.26
11.61,473.08
25.5,436.07
24.03,442.03
12.06,467.21
30.24,441.31
14.6,462.86
23.04,440.32
10.12,471.6
11.26,489.66
7.62,486.07
32.86,429.32
21.63,448.32
23.65,434.11
26.52,439.66
8.81,482.52
22.79,435.53
25.68,444.36
32.51,429.66
15.21,464.08
28.16,441.37
29.39,427.96
14.65,469.61
14.81,470.41
6.91,486.37
22.4,449.13
26.17,440.09
9.29,475.88
14.44,466.96
17.02,460
9.03,478.95
25.35,435.72
23.26,442.75
9.06,482.8
23.14,442.27
25.71,445.54
11.82,476.73
26.16,444.06
28.94,438.96
24.54,435.08
23.09,450.31
28.16,435.04
27.06,452.85
19.5,457.26
21.39,445.12
16.09,454.23
10.3,479.65
22.2,445.32
29.94,440.54
14.33,462.94
11.48,478.34
26.88,440.84
23.88,440.63
23.39,444.03
10.37,479.35
12.65,473.46
30.83,432.11
13.65,460.8
20.59,463.08
25.58,443.66
14.81,463.06
4.27,487.19
8.03,488.02
18.17,451.06
6.84,484.09
15.03,459.46
16.77,459.91
24.79,440.05
25.84,431.35
3.94,488.81
20.35,456.04
6.43,480.58
28.72,431.74
28.37,436.42
16,467.5
16.14,468.88
25.66,442.2
32.98,440.28
29.43,434.6
10.51,479.15
29.34,430.57
31.18,434.15
13.75,461.81
14.09,465.6
25.99,452.09
16.6,457.26
11.73,472.51
18.26,451.09
13.21,466.39
23.62,447.3
24.68,447.96
24.93,455.39
23.1,440.46
13.66,469.17
5.37,487.07
10.54,472.64
31.25,434.51
26.75,443.92
12.74,469.92
7.7,482.79
12.36,474.71
13.73,470.35
25.58,446.32
24.91,437.03
27.01,442.6
21.96,451.58
23.99,444.23
25.68,449.04
21.92,443.03
19.86,449.82
26.17,433.81
27.71,432.59
31.74,436.17
26.43,441.01
22.15,448.46
21.16,435.71
18.91,450.24
11.8,466.75
15.78,454.25
28.7,439.45
17.15,463.88
23.51,445.75
12.27,477.54
18.81,457.85
13.9,473.76
7.28,485.57
6.34,478.78
16.13,459.16
26.57,431.68
18.28,471.42
24.49,441.8
30.3,426.52
18.13,455.81
16.07,450.54
19.8,456.64
23,421.57
23.59,435.67
26.31,432.89
13.55,474.59
21.83,443.1
17.67,457.99
24.62,449.8
14.18,464.32
23.63,440.56
18.48,452.06
24.15,440.15
21.5,460.18
21.61,449.11
21.51,455.11
20.85,450.07
18.23,448.64
10.84,467.6
24.49,445.27
32.16,434.01
25.67,451.03
28.82,443.68
22.21,450.6
6.24,483.36
12.1,478.1
20.6,454.39
18.22,454.66
25.14,433.95
6.49,483.43
19.44,457.09
28.9,440.62
9.75,481.34
27.43,442.71
17.85,459.59
15.92,470.22
5.02,481.03
18.9,451.42
18.68,450.19
17.67,456.16
12.97,476.28
13.75,471.42
26.9,434.1
27.57,436.61
28.39,449.63
19.94,455.58
22.35,445.34
10.98,479.08
18.99,457.55
12.59,471.32
24.96,436.24
15.65,463.5
20.24,460.76
25.16,435.78
14.49,463.81
10.58,477.18
13.83,465.53
30.9,430.29
14.67,469.02
28.5,444.88
32.45,429.81
26.05,449.82
11.99,468.22
31.92,431.32
6.93,484.98
33.01,433.94
7.91,479.02
16.44,458.49
18.06,452.19
9.26,478.82
17.7,451.24
18.63,450.14
23.23,441.85
15.67,462.96
13.75,467.14
20.3,457.6
19.62,456.81
11.23,476.04
12.25,475.07
8.57,485.18
20.11,451.95
7.92,483.38
18.55,465.2
17.4,468.01
30.9,425.3
25.82,436.67
21.01,453.88
26.53,438.54
13.44,474.79
10.98,476.31
13.86,467.23
18.25,456.25
26.34,438.5
28.45,439.86
6.76,483.16
10.05,475.48
24.7,442.98
16.7,456.2
28.81,433.74
12.1,477.61
24.8,442.02
29.05,434.05
23.46,457.76
12.93,471.3
15.29,464.25
10.35,477.14
14.56,469.79
28.03,438.88
23.01,444.64
10.59,480.83
24.27,437.78
15.11,460.91
25.07,439.52
27.19,428.79
23.83,444.34
20.1,452.67
14,465.62
25.38,432.3
22.7,445
21.9,449.95
27.52,429.67
10.91,470.91
25.99,441.32
23.63,442.65
12.68,471.8
28.81,434.08
14.05,464.63
25.92,440.98
23.93,449.97
10.72,473.48
16,458.46
15.31,460.77
11.74,477.5
20.56,448.82
23,451.39
19.82,456.36
15.11,465.42
13.69,470.76
29.08,430.91
5.21,484.03
26.71,435.41
17.58,467.33
25.6,436.7
23.2,443.23
29.72,438.84
24.56,435.03
9.64,479.08
19.32,464.38
28.06,431.7
27.33,439.12
13.06,467.67
26.3,438.12
9.7,473.97
13.42,461.36
28.09,436.94
33.43,433.01
23.18,448.86
24.27,438.99
19.65,452.5
14.89,469.37
26.48,438.87
23.05,449.98
25.89,440.92
26.73,434.76
22.17,443.31
6.69,483.01
12.41,470.49
17.46,462.52
7.63,486.7
10.74,467.48
14.14,465.23
16.43,459.63
22.49,442.58
27.09,442.94
24.38,446.02
18.33,468.14
25.5,442.28
7.46,484.13
24.47,442.08
12.93,473.09
18.4,456.8
13.67,464.56
6.1,485.24
20.31,449.54
7.76,488.32
15.08,465.58
20.34,442.73
28.44,433.21
13.74,470.49
18.79,458.75
20.02,445.31
21.44,444.19
15.55,465.14
19.13,450.81
5.72,487.8
14.77,460.54
13.22,472.72
19.63,459.12
16.47,459.69
7.55,481.61
13.69,471.26
18.5,450.22
10.74,476.83
18.02,451.41
16.69,460.75
24.26,438.6
24.73,446.92
25.87,445.87
19.1,462.28
13.85,462.38
8.1,478.27
28.37,441.37
5.98,484.51
19.83,440.03
26.86,430.44
3.82,489.04
24.93,436.03
33.73,434.83
28.09,438.6
31.33,438.49
26.63,438.25
24.64,434.54
13.71,466.06
21.78,446.79
13.49,466.66
24.65,442.89
25.87,452.32
14.64,462.64
24.67,446.3
32.38,429.31
25.27,436.33
24.51,447.04
13.51,463.86
18.87,453.27
13.42,473.45
18.36,456.49
26.8,428.62
14.46,464.44
14.93,468.19
20.19,454.36
29.79,432.84
13.9,465
26.94,431.19
25.31,439.72
26.64,439.32
14.02,470.48
19.15,450.26
21.32,449.09
7.46,483.11
25.88,438.42
15.52,457.74
22.64,448.13
24.73,439.86
11.47,469.51
29,432.65
30.03,426.13
15.81,456.91
20.53,446.64
10.1,468.19
10.75,474.71
15.62,465.7
32.73,434.32
11.31,471.92
14.7,469.6
14.49,465.24
20.37,454.47
30.8,433.62
16.18,463.1
15.86,466.89
27.03,441.62
9.59,470.71
23.34,439.6
29.51,432.45
27.74,433.47
19.15,457.45
31.24,426.93
26.17,434.56
7.36,489.45
25.74,433.45
11.39,474.93
15.64,462.42
17.45,463.83
24.33,435.38
26.13,441.6
31.12,427.06
24.86,447.25
17.93,458.96
33.15,428.89
8.72,485.3
25.32,443.04
9.29,482.55
9.43,478.48
29.12,437.71
13.3,469.13
21.54,440.8
13.9,471.16
32.49,433.59
32.55,432.07
25.15,444.19
23.16,438.29
26.94,434.03
27.83,445.73
32.67,425.75
31.88,436.64
15.22,464.56
22.26,447.07
26.15,441.23
5.65,487.09
23.67,445.32
23.27,440.22
14.5,464.27
12.05,454.18
6.97,484.71
23.3,439.49
24.2,441.93
23.05,445.46
31.28,429.29
22.01,443.75
13.82,463.06
12.68,479.69
11.01,474.36
26.71,437.31
12.8,472.47
10.47,476.02
24.18,434.5
26.3,448.55
21.75,452.84
17.99,462.2
23.09,437.7
14.4,469.34
22.42,452.31
20.76,447.67
26.04,430.32
24.67,444.57
30.8,432.24
21.23,445.41
23.36,435.85
22.86,447.96
26.12,434.11
9.46,479.06
25.85,444.63
15.16,459.19
21.4,450.22
22.78,444.99
18.68,463.02
14.36,462.25
10.33,476.99
8.8,483.88
12.51,468.41
25.41,444.01
29.78,441.51
13.77,459.75
19.59,449.74
18.17,452.77
21.83,448.21
22.18,452.31
18.21,467.54
32.41,439.11
29.19,446.97
26.8,447.85
26.06,444.55
30.99,430.09
9.29,473.51
24.56,447.57
29.79,428.44
19.13,453.92
11.1,477.03
16.22,461.06
24.51,443.5
14.1,467.22
8.18,478.81
31.1,428.68
13.43,475.36
22.91,448.01
18.76,458.26
28.36,433.88
13.38,472.15
8.06,476.03
6.87,491.4
18.12,449.65
23.43,448.01
13.85,468.35
17.97,448.88
23.9,438.73
20.53,444.69
28.76,430.14
16.17,462.54
16.05,466.75
13.78,467.43
25.28,439.77
27.26,436.01
24.35,441.74
20.97,446.76
11.6,473.66
23.22,448.6
23.84,446.54
19.69,457.17
25.97,437.11
22.69,449.01
8.65,485.87
28.16,432.78
18.9,449.32
17.07,460.19
16.76,457.98
27.65,439.03
28.43,432.62
14.66,463.6
22.37,459.06
24.59,433.31
13.98,467.2
11.02,474.01
17.17,462.53
11.24,469.92
17.17,446.75
9.41,480.87
9.35,482.16
12.24,474.18
10.32,467.81
13.83,469.81
30.17,432
18.44,461.99
26.22,444.06
23.48,450.89
24.49,441.4
30.67,435.96
12.86,468.43
11.27,476.27
23.61,438.08
26.45,436.89
20.83,443.17
11.23,475.85
25.23,441.48
28.86,427.01
15.59,457.54
25.71,434.16
25.86,446.58
14.08,464.16
15.94,462.54
16,461.33
21.98,448.84
21.86,442.79
29.5,430.85
32.78,438.77
11.47,479.44
15.87,463.86
4.97,485.43
31.53,432.34
20.6,443.76
28.61,435.28
9.82,473.66
27.36,436.69
21.61,449.26
21.45,443.31
25.21,432.93
15.12,455.63
21.67,445.31
5.3,484.42
22.9,438.62
6.61,484.32
26.59,439.77
28.62,441.97
20.02,454.21
11.42,479.23
20.62,447.16
18.15,455.21
12.87,467.54
30.1,434.01
34.76,427.42
5.95,487.72
18.77,454.86
14.74,462.92
18.6,450.26
9.77,483.87
7.95,486.14
17.61,457.01
26.14,433.25
15.77,455.87
10.22,471.36
27.78,431.44
9.77,481.74
19.67,447.61
24.25,445.44
18.11,451.38
5.73,490.5
24.04,437.13
26.45,450.76
22.07,442.4
24.6,440.22
13.78,445.98
7.94,486.33
10.18,476.91
19.04,458.64
17.33,459.78
13.44,461.44
19.08,459.81
17.73,453.94
25.11,441.51
18.89,463.91
25.04,433.83
24.85,444.53
14.35,473.56
31.35,433.73
7.08,482.83
30.92,440.96
12.15,472.59
31.81,432.6
12.55,472.31
26.48,432.19
8.01,485.13
27.45,440
27.75,430.33
26.62,437.81
6.06,489.62
13.92,473.47
19.87,451.14
25.22,438.71
13.01,464.64
8.3,481.77
26.7,435.03
6.03,488.57
20.26,448.4
28.37,425.29
26.02,435.21
32.56,425.61
27.17,443.66
24.45,445.8
24.31,444.72
21.53,440.93
30.06,435.02
10.06,477.68
21.46,452.1
30.62,435.84
28.19,438.8
24.6,434.07
26.02,446.82
11.06,467.46
28.92,439.09
25.15,435.9
20.3,454.12
29.99,435.87
19.47,457.08
25.69,429.99
29.48,435.09
11.94,467.99
21.43,448.51
26.24,438.01
21.03,450.64
12.37,464.4
24.84,436.36
19.92,459.39
24.64,444.26
21.45,451.49
12.53,469.23
25.21,439.55
23.45,435.13
16.49,467.48
10.47,476.55
17.48,449.26
9.43,475.8
23.77,448.43
27.78,430.33
13.77,471.38
11.09,478.37
18.66,459.45
16.68,456.29
18.75,458.31
30.42,430.9
12.31,472.08
18.34,455.22
32.22,433.07
6.41,484.49
30.98,438.44
27.37,433.18
21.43,449.02
17.32,469.38
14.1,466.1
12.72,466.99
14.88,466.73
8.88,481.45
24.87,450.54
18.97,463.46
26.71,438.72
20.14,444.84
10.38,465.9
12.99,470.93
20.71,444.39
20.74,454.59
26.41,436.71
25.39,436.5
11.95,465.2
13.07,468.9
17.12,463.39
10.62,477.07
25.17,432.45
18.96,454.35
24.81,435.79
15.42,469.9
13.72,470.66
9.08,476.69
6.37,489.18
19.89,448.98
15.69,462.16
30.22,434.17
12.27,467.1
6.49,486.8
15.62,463.21
17.35,463.65
14.28,474.57
20.06,461.02
23.62,438.33
16.22,462.21
28.59,436.7
14.85,468.84
29.86,437.47
13.39,469.18
24.54,445.25
18.63,454.03
19.49,451.31
28.64,437.97
14.42,467.25
23.7,436.28
15.86,455.85
31.3,433.53
15.17,471.93
16.96,460.2
15.98,467.42
25.49,444.52
14.26,465.22
10.07,467.01
26.06,451.47
3.98,489.64
29.61,434.14
6.49,484.94
30.6,441.5
21.64,447.96
25.64,442.62
12.79,464.35
23.79,435.49
22.63,451.41
26.18,431.69
17.33,460.67
29.53,438.78
16.82,449.57
15.52,454.14
31.07,428.63
18.58,452.94
26.14,436.17
26.9,434.18
27.88,443.24
14.54,466.37
22.48,444.5
21.55,464.44
15.79,465.62
25.47,439.84
11.66,471.3
20.71,453.05
23.75,443.54
22.5,441.92
27.85,429
16.27,453.66
23.81,438.32
26.54,440.04
15.75,451.5
21.8,452.15
23.21,446.11
18.86,446.7
7.77,479.4
13.43,472.94
20.78,446.2
21.85,443
21.54,443.15
17.26,453.54
20.13,453.47
19.85,457.17
15.07,469.03
25.57,438.9
23.31,438.52
19.69,456.18
14.77,461.52
17.73,462.69
12.16,476.63
10.82,475.44
26.68,441.54
19.31,463
24.6,448.65
4.87,482.22
11.85,467.25
12.36,477.16
24.96,447.2
7.61,483.74
23.23,447.09
25.53,442.12
5.43,487.84
19.82,447.36
28.53,431.64
6.11,482.97
24.87,436.41
24.4,451.66
15.69,464.17
24.67,443.51
27.76,429.25
19.39,446.47
24.16,443.75
25.21,445.33
19.8,449.66
7.53,487.25
28.46,429.15
21.6,450.84
13.33,468.1
25.12,433.58
28.89,433.02
20.64,447.14
15.3,466
22.67,444.43
20.45,441.83
23.53,437.48
29.35,434.45
21.86,446.31
8.36,484.66
30.62,429.01
26.02,428.72
10.73,469.43
26.06,432.28
23.97,442.46
12.33,479.32
6.01,482.79
23.95,440.75
25.34,433.34
6.13,483.8
25.09,442.99
25.78,441.71
7.11,487.85
10.82,475.46
12.38,467.47
5.05,491.4
26.07,439.25
27.82,442
23.78,441.56
14.76,465.82
15.14,463.1
14.45,461
6.79,480.83
21.6,450.14
14.32,460.02
28.07,442.59
8.25,480.38
17.48,459.59
17.06,460.82
14.96,467.16
31.35,439.81
14.64,464.27
11.55,469.13
26.21,430.4
30.32,436.72
16.85,460.84
28.94,436.04
20.55,453.47
9.89,478.13
23.97,447.44
23.71,458.59
23.76,434.64
11.6,460.7
19.2,450.75
13.88,464.37
20.19,454.84
14.89,465.95
7.24,485.57
29.36,434.29
14.08,461.58
7.11,475.55
11.44,476.12
9.31,480.25
22.45,450.61
7,482.38
21.59,446.83
25.52,434.67
29.88,429.33
14.94,460.51
24,447.16
18.26,457.43
25.02,446.62
21.73,450.36
14.8,467.54
8.41,489.25
19.76,450.44
21.31,445.17
12.66,472.44
17.82,449.21
20.06,447.35
22.94,445.31
6.86,476.45
31.63,432.07
18.12,453.29
23.86,432.17
12.09,474.35
11.76,478.07
12.28,468
26.44,430.12
16.8,456.42
16.14,460.73
20.88,449.34
16.76,456.31
27.01,431.38
28.22,437.62
28.71,435.85
21.44,454.5
22.99,444.36
8.01,477.84
12.6,472.45
30.03,439.31
27.18,434.01
25.63,434.47
9.59,481.3
23.42,444.23
28.5,435.7
23.99,449.4
19.65,461.16
12.56,472.54
27.54,440.87
25.62,444.94
8.97,474.61
7.49,483.71
9.92,469.65
10.91,469.42
12.28,460.33
11.91,470.07
25.35,442.23
16.6,467.51
11.55,475.14
13.95,464.79
26.88,436.3
11.53,469.04
25.4,432.58
8.14,477.57
25.65,435.91
17.66,452.03
30.55,432.6
23.04,442.01
26.05,452.41
5.02,485.28
24.91,441.15
17.12,454.47
14.65,464.95
27.05,433.57
7.29,488.65
19.06,449.74
22.35,454.72
10.52,474.58
14.87,467.01
26.25,450.53
15.72,456.33
27.76,435.02
27.16,437.4
24.81,442.75
26.17,443.69
19.33,456.54
32.45,431.79
21.17,446.66
15.82,461.9
15.66,452.58
14.22,460.53
23.95,448.32
8.35,478.82
25.14,438.39
27.63,426
19.54,456.61
6.25,484.26
28.67,434.73
20.56,458.97
19.81,457.72
28.46,439.88
28.11,427.33
21.05,449.05
32.66,425.17
30.26,430.51
24.41,435.56
12.68,465.94
20.38,456.56
10.94,477.34
25.71,451.28
23.37,443.86
20.11,449.03
9.08,476.81
29.98,445.3
15.83,464.93
11.26,471.83
32.33,439.79
9.7,483.19
28.96,429.48
25.9,439.36
25.41,434.09
19.93,455.15
25.06,443.66
10.64,468.88
19.62,453.84
17.77,456.34
18.53,457.26
21.01,453.99
7.68,483.8
6.65,479.35
13.08,467.06
13.8,473.56
26.34,444.13
24.55,443.39
32.91,434.03
18.94,453.36
25.54,443.55
16.34,448.59
24.5,439.91
11.02,477.62
10.45,465.74
9.47,475.48
24.95,437.47
20.58,445.03
28.57,431.58
27.36,440.4
27.91,435.21
19.5,457.09
18.87,444.77
13.3,465.61
24.01,453.12
21.59,441.71
8.23,474.52
25.45,434.92
19.37,450.18
6.94,485.12
35.01,428.48
23.08,443.5
28.38,439.83
28.37,435.94
28.46,435.75
19.88,467.68
18.92,446.77
31.94,440.17
18.37,460.25
18.16,454.98
31.19,440.97
8.91,481.59
12.32,464.72
18.95,452.85
18.06,461.27
12.22,474.96
18.41,454.97
13.94,471.64
5.99,484.82
22.79,448.91
25,437.67
14.41,470.13
25.74,441.9
29.01,442.12
19.73,450.26
19.48,457.16
24.45,446.33
21.5,442.71
35.03,426.22
27.22,440.85
13.35,473.17
6.72,485.89
19.05,455.76
29.95,432.81
12.45,470.59
11.22,473.93
17.66,456.62
25.97,442.73
19.15,456.4
23.63,442.86
25.68,434.89
24.85,439.96
26.39,433.36
26.47,439.4
30.24,426.25
32,433.72
24.85,434.47
28.44,433.15
30.4,430.23
15.25,468.76
7.47,489.59
17.13,463.09
19.13,459.94
16.79,459.48
6.4,488.82
19.12,463.71
23.13,431.91
20.34,453.62
29.79,434.74
25.99,442.16
8.01,475.42
25.06,438.31
11.52,479.56
6.57,487.94
16.29,459.95
29.77,430.65
13.15,461.49
20.03,460.11
20.62,445.4
25.16,442
18.64,451.3
24.01,437.27
10.58,473.19
22.07,440.09
25.44,441.91
10.59,479.85
30.75,436.97
26.26,442.18
10.67,481.83
13.8,468.97
26.38,434.26
16.36,468.53
22.06,441.31
13.78,458.74
21.75,453.17
16.44,462.09
28.09,437.83
11.45,476.28
8.86,483.36
8.97,482.62
31.18,438.46
19.55,466.4
16.81,459.01
7.57,477.8
10.84,474.49
20.94,463.69
32.27,427.56
25.06,446.57
6.99,490.11
29.22,438.57
21.02,448.08
14.38,463.1
27.97,443.34
14.8,464.01
27.23,443.78
11.17,476.18
23.28,449.27
14.91,469.34
30.13,431
11.41,449.5
12.72,475.73
28.75,440.31
12.98,473.54
13.65,471.75
8.02,467.21
26.92,437.99
25.08,446.67
8.83,482.43
26.6,436.19
26.5,431.23
22.83,440.76
17.63,462.13
33.37,432.67
6.17,495.21
25.56,441
14.07,467.47
22.18,453.24
11.05,478.07
31.38,426.67
29.78,436.39
27.55,440.75
28.94,434.65
12.79,465.75
8.81,481.56
5.21,485.17
28.73,434.15
23.16,438.48
13.31,466.56
13.02,468.46
28.48,440.55
16.47,461.54
12.19,475.64
29.11,438.75
31.61,439.19
24.94,435.21
25.57,444.46
27.4,426.18
12.58,472.65
25.39,441.51
24.13,460.38
15.89,463.33
20.12,453.33
10.19,475.01
27.3,440.01
28.44,441.52
29.87,426.47
26.04,433.55
18.12,449.28
24.75,438.1
17.62,457.45
24.82,439.91
29.05,433.92
13.09,475.89
9,468.5
15.56,457.11
21.5,447.83
21.28,445.54
26.13,440.99
11.02,469.31
28.03,438.8
16.14,463.5
23.55,437.88
23.96,446.86
31.37,436.16
18.53,440.64
24.58,459.79
16.78,465.97
22.67,443.79
5.15,483.03
14.38,467.28
27.99,435.79
10.1,474.09
19.29,450.21
25.47,438.42
28.55,432.7
30.75,431.93
10.55,470.95
27.54,433
24.72,443.06
27.7,434.56
27.38,428.88
10.8,462.84
23.32,435.27
25.2,447.09
15.5,469.52
23.55,443.54
14.14,472.52
13.17,474.93
14.73,458.56
11.03,470.92
20.61,450.46
24.73,436.55
22.35,443.9
27.46,439.72
11.64,479.53
27.24,430.94
34.48,433.94
24.29,449.98
18.67,447.16
18.33,468.8
21.19,450.33
28.4,441.78
3.21,492.93
30.36,436.72
15,468.72
22.19,453.03
28.56,434.35
23.85,441.99
21.36,446.09
13.98,457.12
17.44,457.67
26.39,442.87
24.92,445.56
15.14,460.15
5.62,485.6
15.75,468.87
8.04,477.78
7.81,475.46
13.87,472.12
14.42,461.14
29.1,431.28
28.41,440.28
27.27,428.93
24.69,436.78
23.97,448.17
25.09,446.11
11.3,476.72
23.47,442.23
28.13,436.95
14.79,463.22
21.59,446.58
24.38,454.85
29.16,435.04
31.18,441.26
23.64,435.21
15,456.63
8.16,480.21
23.01,442.47
26.16,432.56
23.46,445.57
16.39,459.48
11.67,472.76
21.87,439.97
17.23,456.2
28.27,433.52
12.27,475.13
23.6,448.43
11.58,466.42
28.26,426.2
25.6,441.88
11.74,473.84
28.05,434.06
29.9,441.41
14.77,467.72
12.93,469.83
10.75,471.47
18.64,442.26
10.27,474.99
27.08,439.47
10.59,477.05
22.61,443.45
25.48,440.42
20.86,449.67
10.03,462.73
23.75,441.61
10.36,478.27
23.41,442.51
25.81,437.57
20.79,446.18
19.69,453.96
26.16,437.24
19.94,450.48
30.52,426.14
25,438.28
21.16,455.86
22.89,440.15
6.65,491.54
24.24,437.75
24.42,434.18
13.32,465.57
23.83,443.29
28.79,432.51
14.87,468.75
10.52,466.75
22.49,448.51
4.89,482.69
10.76,469.97
19.11,449.89
17.23,464.18
29.1,436.85
5.98,482.17
21.99,456.65
25.09,434.51
30.35,430.07
7.28,483
21.08,453.87
16.34,462.56
27.59,437.33
15.75,460.73
21.9,452.13
24.57,432.41
19.95,459.27
13.66,467.7
21.73,442.78
15.07,464.37
30.82,432.01
30.69,431.01
21.91,450.23
8.77,480.56
9.57,470.93
14.57,463.58
34.53,437.03
20.86,446.48
22.84,433.85
24.65,446.04
30.15,436.92
17.8,458.92
10.95,474.36
19.4,455.6
26.09,439.82
28.76,437.42
28.91,439.94
12,474.4
25.71,432.46
18.78,452.86
20.73,445.18
22.97,450.07
13.17,470.63
13.61,462.67
30.34,428.34
31.02,431.37
12.6,474.23
18.81,459.81
20.17,455.25
7.61,480.68
24.55,447.3
12.77,475.59
29.5,439.43
7.26,488.75
15.74,457.29
21.79,446.94
9.18,473.78
20.24,449.49
22.31,444.74
16.63,460.29
21.46,445.5
21.06,455.22
28.86,439.33
26.6,451.4
13.67,467.71
18.1,454.04
22.59,436.69
29.78,436.32
22.25,451.64
30.38,432.84
17.18,461.73
16.58,458.87
11.72,465.88
23.25,445.12
10.23,480.87
25.33,442.48
5.48,495.76
23.74,447.67
27.22,437.24
18.83,449.63
33.83,428.12
24.77,446.27
28.55,426.48
25.61,451.42
10.38,475.02
27.35,432.31
4.49,485.78
22.49,443.33
12.04,474.28
27.39,435.22
21.73,442.1
7.64,479.43
33.38,430.98
8.96,467.24
22.31,437.83
12.57,466.68
14.57,464.11
14.22,459.69
15.14,468.31
24.29,442.18
14.24,468.51
14.85,460.06
7.89,483.82
14.04,472.98
30.18,427.38
14.07,465.05
18.23,454.06
22.99,440.85
16.3,465.7
27.37,428.05
24.82,444.81
19.41,449.24
16.63,458.29
6.67,486.52
22.69,444.26
24.43,436.5
12.85,472.69
23.15,435.62
27.35,437.61
13.8,466.71
7.71,482.78
33.82,432.13
18.61,454.21
17.8,452.66
27.1,439.08
15.36,465.01
8.42,478.87
20.25,448.37
11.6,473.22
13.95,461.18
21.99,446.93
28.1,437.5
10.94,479.2
20.04,449.63
17.57,463.64
14.43,470.17
16.37,459.97
13.82,466.99
10.37,473.1
28.02,428.58
29.98,438.79
16.55,466.77
19.27,455.09
29.25,427.49
19.12,451.49
22.07,442.88
26,433.5
25.51,433.02
13.83,464.39
21.08,443.51
16.74,460.47
21.04,443.41
28.97,435.22
17.45,458.67
20.82,454.62
7.64,488.53
24.85,433.64
12.69,477.14
18.32,454.46
26.13,431.29
18.99,453.4
28.31,432.5
31.7,438.38
10.18,473.31
22.49,451.87
16.98,464.27
14.1,463.3
12.27,475.13
31.19,430.48
13.32,466.83
24.26,442.86
27.33,429.38
30.97,431.58
21.71,444.59
22.26,441.33
27.75,433.57
25.18,441.29
30.71,429.41
26.42,435.6
10.4,470.79
12.21,475.06
12.68,475.37
25.18,444.37
8.9,474.49
30.93,427.82
30.35,432.75
23.49,450.28
19.77,457.09
23.18,449.94
32.11,431.31
23.96,450.86
20.32,458.8
29.08,442.78
32.63,435.75
18.32,458.46
14.17,470.68
16.49,461.54
19.23,465.66
26.24,447.91
10.92,467.05
31.87,437
10.05,481.38
14.75,463.83
18.26,457.03
17.34,454.97
29.91,430.26
16.76,457
6.33,492.22
29.17,441.2
20.32,460.21
23.64,440.7
32.09,430.62
29.83,438.71
22.29,441.9
30.66,430
24.8,441
21.33,442.44
28.9,437.06
10.31,471.78
32.31,449.65
25.66,429.25
15.93,462.7
8.86,478.88
12.45,474.73
25.44,433.02
23.21,450.92
14.24,466.2
8.46,484.16
24.11,448.45
16,461.5
25.56,445.01
20.12,442.89
22.82,450.86
19.65,450.5
32.48,446.48
13.73,459.6
23.43,444.09
15.18,462.09
10.59,468.96
28.96,439.03
15.5,468.53
30.14,426.91
10.69,472.81
24.5,451.03
23.25,437.18
13.21,469.75
30.88,425.36
26.04,432.94
24.91,450.84
11.98,470.02
18.01,456.36
21.46,444.12
32.86,432.38
16.5,458.37
12.41,468.14
22.33,450.07
11.48,471.43
14.56,451.95
30.08,425.27
27.66,436.64
5.96,488.2
35.77,430.14
24.56,440.31
19.7,464.41
19.83,451.22
22.61,444.74
31.88,427.83
21.7,438.52
25.72,434.94
26.51,431.82
25.2,444.16
13.1,470.75
27,432.79
25.84,433.32
23.76,437.47
29.69,438.09
21.69,461.56
10.33,474.17
24.19,443.92
8.27,479.16
28.15,436.19
18.09,455.07
27.18,449.7
23.71,449.41
26.76,437.83
19.98,457.54
24.82,435.68
21.09,453.34
21.19,455.93
25.95,432.21
30.7,429.58
